gene_id	accession	gene_start	gene_end	query_id	query_desc
ATCC8482_final|contig00003|3_1385	PF07715.20	1681398	1684502	Plug  [M=107]	
ATCC8482_final|contig00003|3_1386	PF14322.12	1684517	1686382	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_1386	PF07980.17	1684517	1686382	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_1387	PF13586.12	1686659	1688017	DDE_Tnp_1_2  [M=86]	
ATCC8482_final|contig00003|3_1387	PF05598.16	1686659	1688017	DUF772  [M=74]	
ATCC8482_final|contig00003|3_1393	PF13229.12	1695902	1697893	Beta_helix  [M=158]	
ATCC8482_final|contig00003|3_1394	PF00006.31	1698003	1700012	ATP-synt_ab  [M=213]	
ATCC8482_final|contig00003|3_1400	PF13304.12	1704262	1706115	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1400	PF12848.13	1704262	1706115	ABC_tran_Xtn  [M=85]	
ATCC8482_final|contig00003|3_1401	PF17293.8	1706199	1707401	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_1401	PF00589.27	1706199	1707401	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_1401	PF13102.12	1706199	1707401	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_1407	PF00037.32	1713567	1714850	Fer4  [M=24]	
ATCC8482_final|contig00003|3_1407	PF12838.12	1713567	1714850	Fer4_7  [M=52]	
ATCC8482_final|contig00003|3_1408	PF02350.25	1715251	1716405	Epimerase_2  [M=347]	
ATCC8482_final|contig00003|3_1412	PF10111.15	1719877	1720842	Glyco_tranf_2_2  [M=276]	
ATCC8482_final|contig00003|3_1412	PF13641.12	1719877	1720842	Glyco_tranf_2_3  [M=230]	
ATCC8482_final|contig00003|3_1413	PF12804.13	1720839	1721561	NTP_transf_3  [M=160]	
ATCC8482_final|contig00003|3_1414	PF01073.25	1721561	1722619	3Beta_HSD  [M=280]	
ATCC8482_final|contig00003|3_1414	PF01370.27	1721561	1722619	Epimerase  [M=240]	
ATCC8482_final|contig00003|3_1414	PF16363.11	1721561	1722619	GDP_Man_Dehyd  [M=332]	
ATCC8482_final|contig00003|3_1414	PF02719.21	1721561	1722619	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_1416	PF00535.32	1723554	1724366	Glycos_transf_2  [M=168]	
ATCC8482_final|contig00003|3_1416	PF13641.12	1723554	1724366	Glyco_tranf_2_3  [M=230]	
ATCC8482_final|contig00003|3_1417	PF01370.27	1724378	1725391	Epimerase  [M=240]	
ATCC8482_final|contig00003|3_1417	PF16363.11	1724378	1725391	GDP_Man_Dehyd  [M=332]	
ATCC8482_final|contig00003|3_1417	PF02719.21	1724378	1725391	Polysacc_synt_2  [M=293]	
ATCC8482_final|contig00003|3_1417	PF04321.23	1724378	1725391	RmlD_sub_bind  [M=287]	
ATCC8482_final|contig00003|3_1421	PF00216.26	1728462	1728956	Bac_DNA_binding  [M=90]	
ATCC8482_final|contig00003|3_1421	PF18291.6	1728462	1728956	HU-HIG  [M=125]	
ATCC8482_final|contig00003|3_1428	PF09820.15	1732988	1734640	AAA-ATPase_like  [M=279]	
ATCC8482_final|contig00003|3_1428	PF08011.17	1732988	1734640	PDDEXK_9  [M=105]	
ATCC8482_final|contig00003|3_1431	PF13604.12	1735633	1737936	AAA_30  [M=191]	
ATCC8482_final|contig00003|3_1431	PF00270.35	1735633	1737936	DEAD  [M=167]	
ATCC8482_final|contig00003|3_1431	PF00271.37	1735633	1737936	Helicase_C  [M=110]	
ATCC8482_final|contig00003|3_1431	PF18766.7	1735633	1737936	SWI2_SNF2  [M=221]	
ATCC8482_final|contig00003|3_1432	PF02421.24	1738046	1738648	FeoB_N  [M=156]	
ATCC8482_final|contig00003|3_1432	PF01926.29	1738046	1738648	MMR_HSR1  [M=113]	
ATCC8482_final|contig00003|3_1432	PF03193.22	1738046	1738648	RsgA_GTPase  [M=174]	
ATCC8482_final|contig00003|3_1433	PF00474.23	1738614	1740095	SSF  [M=406]	
ATCC8482_final|contig00003|3_1434	PF01751.28	1740174	1740791	Toprim  [M=96]	
ATCC8482_final|contig00003|3_1436	PF00583.31	1741279	1741815	Acetyltransf_1  [M=116]	
ATCC8482_final|contig00003|3_1436	PF13302.13	1741279	1741815	Acetyltransf_3  [M=138]	
ATCC8482_final|contig00003|3_1436	PF13508.13	1741279	1741815	Acetyltransf_7  [M=84]	
ATCC8482_final|contig00003|3_1439	PF03544.19	1742864	1744249	TonB_C  [M=79]	
ATCC8482_final|contig00003|3_1445	PF13412.12	1750426	1751016	HTH_24  [M=48]	
ATCC8482_final|contig00003|3_1446	PF01663.27	1751297	1752844	Phosphodiest  [M=342]	
ATCC8482_final|contig00003|3_1446	PF00884.28	1751297	1752844	Sulfatase  [M=301]	
ATCC8482_final|contig00003|3_1448	PF00072.30	1754281	1754958	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_1448	PF00486.34	1754281	1754958	Trans_reg_C  [M=77]	
ATCC8482_final|contig00003|3_1449	PF02518.31	1754959	1756245	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_1449	PF00512.31	1754959	1756245	HisKA  [M=66]	
ATCC8482_final|contig00003|3_1451	PF00149.33	1756962	1757765	Metallophos  [M=191]	
ATCC8482_final|contig00003|3_1455	PF01546.33	1762150	1763697	Peptidase_M20  [M=206]	
ATCC8482_final|contig00003|3_1455	PF04389.22	1762150	1763697	Peptidase_M28  [M=193]	
ATCC8482_final|contig00003|3_1465	PF08241.18	1771241	1771975	Methyltransf_11  [M=95]	
ATCC8482_final|contig00003|3_1465	PF08242.18	1771241	1771975	Methyltransf_12  [M=98]	
ATCC8482_final|contig00003|3_1465	PF13649.12	1771241	1771975	Methyltransf_25  [M=97]	
ATCC8482_final|contig00003|3_1465	PF13847.12	1771241	1771975	Methyltransf_31  [M=145]	
ATCC8482_final|contig00003|3_1467	PF13519.12	1773820	1775133	VWA_2  [M=107]	
ATCC8482_final|contig00003|3_1470	PF13419.12	1777591	1778379	HAD_2  [M=178]	
ATCC8482_final|contig00003|3_1470	PF00702.32	1777591	1778379	Hydrolase  [M=191]	
ATCC8482_final|contig00003|3_1474	PF13245.12	1781285	1783342	AAA_19  [M=134]	
ATCC8482_final|contig00003|3_1474	PF13538.12	1781285	1783342	UvrD_C_2  [M=52]	
ATCC8482_final|contig00003|3_1482	PF00326.27	1793003	1795717	Peptidase_S9  [M=213]	
ATCC8482_final|contig00003|3_1483	PF00266.25	1796001	1798850	Aminotran_5  [M=371]	
ATCC8482_final|contig00003|3_1485	PF05175.20	1799542	1800171	MTS  [M=170]	
ATCC8482_final|contig00003|3_1487	PF08282.18	1801213	1803432	Hydrolase_3  [M=255]	
ATCC8482_final|contig00003|3_1490	PF00583.31	1804832	1805920	Acetyltransf_1  [M=116]	
ATCC8482_final|contig00003|3_1490	PF13673.13	1804832	1805920	Acetyltransf_10  [M=128]	
ATCC8482_final|contig00003|3_1490	PF13508.13	1804832	1805920	Acetyltransf_7  [M=84]	
ATCC8482_final|contig00003|3_1492	PF11396.14	1808006	1808488	PepSY_like  [M=83]	
ATCC8482_final|contig00003|3_1502	PF07396.17	1818038	1819051	Porin_O_P  [M=370]	
ATCC8482_final|contig00003|3_1503	PF00271.37	1819218	1821251	Helicase_C  [M=110]	
ATCC8482_final|contig00003|3_1503	PF04851.21	1819218	1821251	ResIII  [M=164]	
ATCC8482_final|contig00003|3_1504	PF13174.12	1821417	1822253	TPR_6  [M=33]	
ATCC8482_final|contig00003|3_1507	PF13505.12	1823391	1824074	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_1509	PF13304.12	1826037	1828865	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1509	PF13555.12	1826037	1828865	AAA_29  [M=61]	
ATCC8482_final|contig00003|3_1509	PF00005.33	1826037	1828865	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_1509	PF02463.25	1826037	1828865	SMC_N  [M=220]	
ATCC8482_final|contig00003|3_1511	PF07690.21	1829472	1831133	MFS_1  [M=347]	
ATCC8482_final|contig00003|3_1513	PF03956.18	1831814	1832092	Lys_export  [M=190]	
ATCC8482_final|contig00003|3_1514	PF14297.12	1832711	1833562	Lin1244_N  [M=95]	
ATCC8482_final|contig00003|3_1518	PF00294.29	1838019	1839041	PfkB  [M=302]	
ATCC8482_final|contig00003|3_1521	PF12833.13	1841396	1842229	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_1522	PF09334.17	1842438	1845926	tRNA-synt_1g  [M=391]	
ATCC8482_final|contig00003|3_1527	PF00588.24	1848467	1849222	SpoU_methylase  [M=142]	
ATCC8482_final|contig00003|3_1534	PF00486.34	1854672	1855634	Trans_reg_C  [M=77]	
ATCC8482_final|contig00003|3_1535	PF00578.27	1855816	1857015	AhpC-TSA  [M=124]	
ATCC8482_final|contig00003|3_1535	PF08534.16	1855816	1857015	Redoxin  [M=148]	
ATCC8482_final|contig00003|3_1535	PF13905.12	1855816	1857015	Thioredoxin_8  [M=94]	
ATCC8482_final|contig00003|3_1539	PF00590.25	1860753	1861481	TP_methylase  [M=212]	
ATCC8482_final|contig00003|3_1542	PF13304.12	1863785	1864807	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1542	PF00005.33	1863785	1864807	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_1551	PF00583.31	1874409	1875209	Acetyltransf_1  [M=116]	
ATCC8482_final|contig00003|3_1552	PF12833.13	1875880	1876788	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_1552	PF00165.29	1875880	1876788	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_1553	PF12833.13	1876820	1877707	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_1553	PF00165.29	1876820	1877707	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_1554	PF02775.26	1877894	1879654	TPP_enzyme_C  [M=151]	
ATCC8482_final|contig00003|3_1554	PF02779.29	1877894	1879654	Transket_pyr  [M=174]	
ATCC8482_final|contig00003|3_1556	PF13715.12	1880933	1883110	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_1556	PF13620.12	1880933	1883110	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_1556	PF14905.12	1880933	1883110	OMP_b-brl_3  [M=408]	
ATCC8482_final|contig00003|3_1558	PF13620.12	1884039	1886342	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_1558	PF07715.20	1884039	1886342	Plug  [M=107]	
ATCC8482_final|contig00003|3_1558	PF00593.30	1884039	1886342	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_1564	PF02080.26	1892630	1894318	TrkA_C  [M=71]	
ATCC8482_final|contig00003|3_1566	PF00364.28	1895979	1896494	Biotin_lipoyl  [M=73]	
ATCC8482_final|contig00003|3_1566	PF13533.12	1895979	1896494	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_1566	PF13437.12	1895979	1896494	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_1567	PF02222.27	1896519	1898030	ATP-grasp  [M=171]	
ATCC8482_final|contig00003|3_1567	PF07478.18	1896519	1898030	Dala_Dala_lig_C  [M=204]	
ATCC8482_final|contig00003|3_1573	PF13715.12	1905216	1907393	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_1573	PF13620.12	1905216	1907393	CarboxypepD_reg  [M=82]	
ATCC8482_final|contig00003|3_1573	PF07715.20	1905216	1907393	Plug  [M=107]	
ATCC8482_final|contig00003|3_1573	PF00593.30	1905216	1907393	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_1574	PF06826.17	1907786	1909474	Asp-Al_Ex  [M=167]	
ATCC8482_final|contig00003|3_1574	PF02080.26	1907786	1909474	TrkA_C  [M=71]	
ATCC8482_final|contig00003|3_1575	PF01656.29	1909710	1911038	CbiA  [M=125]	
ATCC8482_final|contig00003|3_1577	PF01656.29	1911610	1913100	CbiA  [M=125]	
ATCC8482_final|contig00003|3_1578	PF00155.27	1913093	1914103	Aminotran_1_2  [M=361]	
ATCC8482_final|contig00003|3_1580	PF00589.27	1915255	1916469	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_1580	PF13102.12	1915255	1916469	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_1599	PF00905.27	1927981	1928841	Transpeptidase  [M=299]	
ATCC8482_final|contig00003|3_1606	PF01609.27	1933449	1935062	DDE_Tnp_1  [M=200]	
ATCC8482_final|contig00003|3_1606	PF05598.16	1933449	1935062	DUF772  [M=74]	
ATCC8482_final|contig00003|3_1608	PF17293.8	1935628	1936299	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_1613	PF00300.27	1939227	1939757	His_Phos_1  [M=194]	
ATCC8482_final|contig00003|3_1622	PF00271.37	1946688	1947965	Helicase_C  [M=110]	
ATCC8482_final|contig00003|3_1622	PF04851.21	1946688	1947965	ResIII  [M=164]	
ATCC8482_final|contig00003|3_1623	PF01842.31	1947986	1949218	ACT  [M=66]	
ATCC8482_final|contig00003|3_1623	PF00702.32	1947986	1949218	Hydrolase  [M=191]	
ATCC8482_final|contig00003|3_1624	PF00578.27	1949491	1949985	AhpC-TSA  [M=124]	
ATCC8482_final|contig00003|3_1624	PF08534.16	1949491	1949985	Redoxin  [M=148]	
ATCC8482_final|contig00003|3_1624	PF13905.12	1949491	1949985	Thioredoxin_8  [M=94]	
ATCC8482_final|contig00003|3_1625	PF13419.12	1950144	1950764	HAD_2  [M=178]	
ATCC8482_final|contig00003|3_1625	PF00702.32	1950144	1950764	Hydrolase  [M=191]	
ATCC8482_final|contig00003|3_1628	PF00004.35	1953081	1955558	AAA  [M=131]	
ATCC8482_final|contig00003|3_1628	PF07728.20	1953081	1955558	AAA_5  [M=139]	
ATCC8482_final|contig00003|3_1629	PF08241.18	1955740	1956444	Methyltransf_11  [M=95]	
ATCC8482_final|contig00003|3_1629	PF08242.18	1955740	1956444	Methyltransf_12  [M=98]	
ATCC8482_final|contig00003|3_1629	PF13649.12	1955740	1956444	Methyltransf_25  [M=97]	
ATCC8482_final|contig00003|3_1629	PF13847.12	1955740	1956444	Methyltransf_31  [M=145]	
ATCC8482_final|contig00003|3_1631	PF00155.27	1957804	1958991	Aminotran_1_2  [M=361]	
ATCC8482_final|contig00003|3_1632	PF00892.26	1959079	1959966	EamA  [M=136]	
ATCC8482_final|contig00003|3_1633	PF02687.26	1959974	1962226	FtsX  [M=120]	
ATCC8482_final|contig00003|3_1634	PF13304.12	1962286	1962960	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1634	PF00005.33	1962286	1962960	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_1635	PF02687.26	1962980	1965379	FtsX  [M=120]	
ATCC8482_final|contig00003|3_1635	PF12704.13	1962980	1965379	MacB_PCD  [M=207]	
ATCC8482_final|contig00003|3_1636	PF12704.13	1965400	1967769	MacB_PCD  [M=207]	
ATCC8482_final|contig00003|3_1637	PF12704.13	1967783	1970179	MacB_PCD  [M=207]	
ATCC8482_final|contig00003|3_1638	PF13437.12	1970190	1971440	HlyD_3  [M=106]	
ATCC8482_final|contig00003|3_1638	PF16576.10	1970190	1971440	HlyD_D23  [M=214]	
ATCC8482_final|contig00003|3_1639	PF02321.23	1971525	1972994	OEP  [M=187]	
ATCC8482_final|contig00003|3_1641	PF07728.20	1974189	1975556	AAA_5  [M=139]	
ATCC8482_final|contig00003|3_1641	PF02954.25	1974189	1975556	HTH_8  [M=42]	
ATCC8482_final|contig00003|3_1641	PF01078.27	1974189	1975556	Mg_chelatase  [M=207]	
ATCC8482_final|contig00003|3_1641	PF00072.30	1974189	1975556	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_1641	PF00158.32	1974189	1975556	Sigma54_activat  [M=168]	
ATCC8482_final|contig00003|3_1641	PF14532.12	1974189	1975556	Sigma54_activ_2  [M=138]	
ATCC8482_final|contig00003|3_1642	PF02518.31	1975553	1976884	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_1643	PF00589.27	1977237	1978451	Phage_integrase  [M=172]	
ATCC8482_final|contig00003|3_1643	PF13102.12	1977237	1978451	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_1647	PF12987.12	1982327	1983352	DUF3871  [M=318]	
ATCC8482_final|contig00003|3_1650	PF00239.26	1984357	1984995	Resolvase  [M=145]	
ATCC8482_final|contig00003|3_1652	PF04545.22	1985534	1986352	Sigma70_r4  [M=50]	
ATCC8482_final|contig00003|3_1655	PF17293.8	1990441	1991445	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_1655	PF13102.12	1990441	1991445	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_1656	PF00004.35	1991523	1992278	AAA  [M=131]	
ATCC8482_final|contig00003|3_1656	PF01695.23	1991523	1992278	IstB_IS21  [M=238]	
ATCC8482_final|contig00003|3_1660	PF13715.12	1995886	1998924	CarbopepD_reg_2  [M=88]	
ATCC8482_final|contig00003|3_1660	PF07715.20	1995886	1998924	Plug  [M=107]	
ATCC8482_final|contig00003|3_1660	PF00593.30	1995886	1998924	TonB_dep_Rec_b-barrel  [M=436]	
ATCC8482_final|contig00003|3_1661	PF14322.12	1998943	2000274	SusD-like_3  [M=191]	
ATCC8482_final|contig00003|3_1661	PF07980.17	1998943	2000274	SusD_RagB  [M=297]	
ATCC8482_final|contig00003|3_1665	PF07610.17	2002799	2003245	DUF1573  [M=98]	
ATCC8482_final|contig00003|3_1665	PF22544.2	2002799	2003245	HYDIN_VesB_CFA65-like_Ig  [M=100]	
ATCC8482_final|contig00003|3_1674	PF13505.12	2009877	2010554	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_1674	PF13568.12	2009877	2010554	OMP_b-brl_2  [M=175]	
ATCC8482_final|contig00003|3_1676	PF13505.12	2011708	2012346	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_1676	PF13568.12	2011708	2012346	OMP_b-brl_2  [M=175]	
ATCC8482_final|contig00003|3_1679	PF13505.12	2013255	2013776	OMP_b-brl  [M=175]	
ATCC8482_final|contig00003|3_1684	PF00085.26	2015245	2015541	Thioredoxin  [M=103]	
ATCC8482_final|contig00003|3_1687	PF14059.11	2018229	2018819	DUF4251  [M=133]	
ATCC8482_final|contig00003|3_1695	PF09820.15	2030611	2031177	AAA-ATPase_like  [M=279]	
ATCC8482_final|contig00003|3_1696	PF08011.17	2031201	2031635	PDDEXK_9  [M=105]	
ATCC8482_final|contig00003|3_1702	PF02508.19	2036721	2037359	Rnf-Nqr  [M=174]	
ATCC8482_final|contig00003|3_1705	PF00270.35	2039370	2040683	DEAD  [M=167]	
ATCC8482_final|contig00003|3_1705	PF04851.21	2039370	2040683	ResIII  [M=164]	
ATCC8482_final|contig00003|3_1707	PF03446.21	2042116	2043036	NAD_binding_2  [M=161]	
ATCC8482_final|contig00003|3_1710	PF13290.12	2045604	2047910	CHB_HEX_C_1  [M=67]	
ATCC8482_final|contig00003|3_1710	PF00754.31	2045604	2047910	F5_F8_type_C  [M=127]	
ATCC8482_final|contig00003|3_1710	PF22633.2	2045604	2047910	F5_F8_type_C_2  [M=91]	
ATCC8482_final|contig00003|3_1710	PF13287.12	2045604	2047910	Fn3_assoc  [M=59]	
ATCC8482_final|contig00003|3_1710	PF00728.28	2045604	2047910	Glyco_hydro_20  [M=348]	
ATCC8482_final|contig00003|3_1713	PF00702.32	2049153	2049959	Hydrolase  [M=191]	
ATCC8482_final|contig00003|3_1716	PF02518.31	2052047	2053516	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_1716	PF00512.31	2052047	2053516	HisKA  [M=66]	
ATCC8482_final|contig00003|3_1719	PF00293.34	2055809	2056363	NUDIX  [M=134]	
ATCC8482_final|contig00003|3_1720	PF08242.18	2056470	2057258	Methyltransf_12  [M=98]	
ATCC8482_final|contig00003|3_1721	PF00583.31	2057530	2057985	Acetyltransf_1  [M=116]	
ATCC8482_final|contig00003|3_1721	PF13673.13	2057530	2057985	Acetyltransf_10  [M=128]	
ATCC8482_final|contig00003|3_1721	PF13508.13	2057530	2057985	Acetyltransf_7  [M=84]	
ATCC8482_final|contig00003|3_1724	PF08282.18	2060864	2063116	Hydrolase_3  [M=255]	
ATCC8482_final|contig00003|3_1725	PF00696.33	2063477	2064823	AA_kinase  [M=234]	
ATCC8482_final|contig00003|3_1727	PF13419.12	2065906	2066595	HAD_2  [M=178]	
ATCC8482_final|contig00003|3_1727	PF00702.32	2065906	2066595	Hydrolase  [M=191]	
ATCC8482_final|contig00003|3_1731	PF00122.25	2068422	2070455	E1-E2_ATPase  [M=181]	
ATCC8482_final|contig00003|3_1731	PF08282.18	2068422	2070455	Hydrolase_3  [M=255]	
ATCC8482_final|contig00003|3_1735	PF00004.35	2073544	2074881	AAA  [M=131]	
ATCC8482_final|contig00003|3_1735	PF07724.20	2073544	2074881	AAA_2  [M=166]	
ATCC8482_final|contig00003|3_1735	PF07728.20	2073544	2074881	AAA_5  [M=139]	
ATCC8482_final|contig00003|3_1735	PF02954.25	2073544	2074881	HTH_8  [M=42]	
ATCC8482_final|contig00003|3_1735	PF00072.30	2073544	2074881	Response_reg  [M=111]	
ATCC8482_final|contig00003|3_1736	PF13304.12	2075183	2076409	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1736	PF00005.33	2075183	2076409	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_1736	PF00571.33	2075183	2076409	CBS  [M=57]	
ATCC8482_final|contig00003|3_1740	PF00132.30	2079141	2079692	Hexapep  [M=36]	
ATCC8482_final|contig00003|3_1749	PF04055.27	2084502	2085800	Radical_SAM  [M=166]	
ATCC8482_final|contig00003|3_1750	PF00216.26	2085874	2086146	Bac_DNA_binding  [M=90]	
ATCC8482_final|contig00003|3_1751	PF00216.26	2086172	2087602	Bac_DNA_binding  [M=90]	
ATCC8482_final|contig00003|3_1752	PF07728.20	2087888	2088883	AAA_5  [M=139]	
ATCC8482_final|contig00003|3_1757	PF00515.34	2093124	2093831	TPR_1  [M=34]	
ATCC8482_final|contig00003|3_1757	PF13424.12	2093124	2093831	TPR_12  [M=77]	
ATCC8482_final|contig00003|3_1757	PF13428.12	2093124	2093831	TPR_14  [M=44]	
ATCC8482_final|contig00003|3_1757	PF13431.12	2093124	2093831	TPR_17  [M=34]	
ATCC8482_final|contig00003|3_1757	PF14559.12	2093124	2093831	TPR_19  [M=68]	
ATCC8482_final|contig00003|3_1757	PF07719.23	2093124	2093831	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_1757	PF13181.12	2093124	2093831	TPR_8  [M=34]	
ATCC8482_final|contig00003|3_1759	PF00515.34	2095726	2096544	TPR_1  [M=34]	
ATCC8482_final|contig00003|3_1759	PF13414.12	2095726	2096544	TPR_11  [M=42]	
ATCC8482_final|contig00003|3_1759	PF13431.12	2095726	2096544	TPR_17  [M=34]	
ATCC8482_final|contig00003|3_1759	PF07719.23	2095726	2096544	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_1759	PF13181.12	2095726	2096544	TPR_8  [M=34]	
ATCC8482_final|contig00003|3_1763	PF13586.12	2099111	2100469	DDE_Tnp_1_2  [M=86]	
ATCC8482_final|contig00003|3_1763	PF05598.16	2099111	2100469	DUF772  [M=74]	
ATCC8482_final|contig00003|3_1764	PF13428.12	2100828	2102045	TPR_14  [M=44]	
ATCC8482_final|contig00003|3_1764	PF07719.23	2100828	2102045	TPR_2  [M=34]	
ATCC8482_final|contig00003|3_1766	PF00004.35	2105008	2107524	AAA  [M=131]	
ATCC8482_final|contig00003|3_1766	PF13173.12	2105008	2107524	AAA_14  [M=129]	
ATCC8482_final|contig00003|3_1766	PF01695.23	2105008	2107524	IstB_IS21  [M=238]	
ATCC8482_final|contig00003|3_1766	PF00158.32	2105008	2107524	Sigma54_activat  [M=168]	
ATCC8482_final|contig00003|3_1767	PF02518.31	2107659	2109704	HATPase_c  [M=111]	
ATCC8482_final|contig00003|3_1774	PF13560.12	2118774	2119187	HTH_31  [M=64]	
ATCC8482_final|contig00003|3_1776	PF01048.26	2121377	2122201	PNP_UDP_1  [M=233]	
ATCC8482_final|contig00003|3_1782	PF13304.12	2125860	2126528	AAA_21  [M=304]	
ATCC8482_final|contig00003|3_1782	PF00005.33	2125860	2126528	ABC_tran  [M=137]	
ATCC8482_final|contig00003|3_1785	PF00128.30	2129323	2131350	Alpha-amylase  [M=347]	
ATCC8482_final|contig00003|3_1790	PF05193.26	2134582	2135868	Peptidase_M16_C  [M=181]	
ATCC8482_final|contig00003|3_1791	PF12804.13	2135869	2136627	NTP_transf_3  [M=160]	
ATCC8482_final|contig00003|3_1795	PF12698.13	2137981	2138955	ABC2_membrane_3  [M=347]	
ATCC8482_final|contig00003|3_1797	PF12833.13	2139860	2140783	HTH_18  [M=80]	
ATCC8482_final|contig00003|3_1797	PF00165.29	2139860	2140783	HTH_AraC  [M=42]	
ATCC8482_final|contig00003|3_1804	PF00155.27	2147366	2148646	Aminotran_1_2  [M=361]	
ATCC8482_final|contig00003|3_1809	PF13533.12	2152789	2154564	Biotin_lipoyl_2  [M=50]	
ATCC8482_final|contig00003|3_1809	PF00682.25	2152789	2154564	HMGL-like  [M=260]	
ATCC8482_final|contig00003|3_1810	PF07638.17	2154754	2155221	Sigma70_ECF  [M=185]	
ATCC8482_final|contig00003|3_1810	PF04542.20	2154754	2155221	Sigma70_r2  [M=71]	
ATCC8482_final|contig00003|3_1810	PF08281.18	2154754	2155221	Sigma70_r4_2  [M=54]	
ATCC8482_final|contig00003|3_1811	PF01610.23	2155284	2156288	DDE_Tnp_ISL3  [M=240]	
ATCC8482_final|contig00003|3_1814	PF02350.25	2157586	2158674	Epimerase_2  [M=347]	
ATCC8482_final|contig00003|3_1816	PF07722.19	2160379	2161977	Peptidase_C26  [M=219]	
ATCC8482_final|contig00003|3_1818	PF00930.27	2164109	2166229	DPPIV_N  [M=354]	
ATCC8482_final|contig00003|3_1818	PF07676.18	2164109	2166229	PD40  [M=38]	
ATCC8482_final|contig00003|3_1818	PF02129.24	2164109	2166229	Peptidase_S15  [M=262]	
ATCC8482_final|contig00003|3_1820	PF13847.12	2168319	2169740	Methyltransf_31  [M=145]	
ATCC8482_final|contig00003|3_1822	PF17293.8	2172987	2174486	Arm-DNA-bind_5  [M=87]	
ATCC8482_final|contig00003|3_1822	PF13102.12	2172987	2174486	Phage_int_SAM_5  [M=98]	
ATCC8482_final|contig00003|3_1827	PF03432.20	2178392	2179987	Relaxase  [M=132]	
ATCC8482_final|contig00003|3_1828	PF13614.12	2180197	2181045	AAA_31  [M=177]	
ATCC8482_final|contig00003|3_1828	PF02374.21	2180197	2181045	ArsA_ATPase  [M=305]	
ATCC8482_final|contig00003|3_1828	PF01656.29	2180197	2181045	CbiA  [M=125]	
ATCC8482_final|contig00003|3_1828	PF09140.17	2180197	2181045	MipZ  [M=262]	
ATCC8482_final|contig00003|3_1834	PF19044.6	2183647	2185947	P-loop_TraG  [M=413]	
ATCC8482_final|contig00003|3_1836	PF19044.6	2188229	2188888	P-loop_TraG  [M=413]	
ATCC8482_final|contig00003|3_1843	PF12508.14	2193385	2194623	Transposon_TraM  [M=145]	
ATCC8482_final|contig00003|3_1844	PF13595.11	2194759	2195631	DUF4138  [M=245]	
ATCC8482_final|contig00003|3_1846	PF12696.13	2196131	2198467	TraG-D_C  [M=126]	
ATCC8482_final|contig00003|3_1846	PF10412.15	2196131	2198467	TrwB_AAD_bind  [M=387]	
ATCC8482_final|contig00003|3_1846	PF14293.11	2196131	2198467	YWFCY  [M=144]	
ATCC8482_final|contig00003|3_1852	PF13101.12	2203076	2203852	DUF3945  [M=50]	
